ID,NAME,SERIAL,MANUFACTURER,MODEL,TYPE,CPU,RAM_MB,DISK_GB,OS,DOMAIN,LOCATION,BUILDING,ROOM,MACADDR,PURCHASE_DATE,WARRANTY_END
8550812,ProDesk 600 G3,HPX3LTW67B,HP,PRODESK-RB-0245,Desktop,Intel Core i7-8700,8192,1024,Windows 11 Pro,WORKGROUP,Rambouillet,INFO,Bureau 204,02:00:00:16:77:48,2017-07-17,2022-07-16
7484075,ThinkCentre M910,LNUW6TD33L,Lenovo,THINKCENTRE-RB-0246,Desktop,Intel Core i5-10400,32768,1024,Windows 10 Pro,ADM.UVSQ,Rambouillet,Bâtiment B,Salle 115,02:00:00:07:B8:C2,2021-05-13,2024-05-12
9182894,OptiPlex 7070,DLKDPWVDWE,Dell,OPTIPLEX-RB-0247,Desktop,Intel Core i5-7500,16384,256,Windows 11 Pro,PEDA.UVSQ,Rambouillet,MMI,Salle 154,02:00:00:7F:CE:99,2017-09-16,2021-09-15
1277182,ProOne 600 G5 AiO,HPEMY7GQ8K,HP,PROONE-RB-0248,AiO,Intel Core i7-8650U,32768,1024,Windows 10 Edu,PEDA.UVSQ,Rambouillet,Bâtiment B,Salle 118,02:00:00:4F:8B:6F,2017-09-25,2022-09-24
3975747,OptiPlex 9020,DLRPTJTG4A,Dell,OPTIPLEX-VZ-0249,Desktop,Intel Core i5-6500,16384,512,Windows 11 Pro,ADM.UVSQ,Vélizy,Bâtiment B,Salle 133,02:00:00:13:C2:61,2024-04-11,2028-04-10
3303366,Latitude 5490,DLZR25FJZ2,Dell,LATITUDE-VZ-0250,Laptop,Intel Core i5-8250U,32768,512,Windows 10 Pro,ADM.UVSQ,Vélizy,GEII,Salle 136,02:00:00:35:14:8E,2018-08-20,2022-08-19
4037994,OptiPlex 7060,DLNYHZJGXB,Dell,OPTIPLEX-VZ-0251,Desktop,Intel Core i5-7500,4096,256,Windows 10 Pro,WORKGROUP,Vélizy,MMI,Salle 127,02:00:00:4E:0D:D4,2023-04-13,2026-04-12
6024702,ProOne 600 G5 AiO,HPRCPC42HW,HP,PROONE-RB-0252,AiO,Intel Core i7-8650U,4096,256,Windows 11 Pro,ADM.UVSQ,Rambouillet,INFO,Salle 136,02:00:00:24:4E:EC,2020-09-25,2024-09-24
1727552,All-in-One 24-df,HP4ELWXXTK,HP,ALLINONE-RB-0253,AiO,Intel Core i5-6500,8192,512,Windows 11 Edu,WORKGROUP,Rambouillet,GEII,Salle 107,02:00:00:77:01:AF,2020-03-13,2025-03-12
7681960,Latitude 5490,DLDGTMBDHJ,Dell,LATITUDE-RB-0254,Laptop,Intel Core i5-7500,16384,256,Windows 10 Edu,PEDA.UVSQ,Rambouillet,R&T,Salle 154,02:00:00:43:E8:AC,2018-12-13,2021-12-12
3922332,ProDesk 400 G4,HPRBW3C83N,HP,PRODESK-RB-0255,Desktop,Intel Core i5-10400,4096,512,Windows 10 Edu,ADM.UVSQ,Rambouillet,Bâtiment B,Salle 124,02:00:00:20:2B:1A,2021-06-24,2024-06-23
4713835,OptiPlex 9020,DLDSMZQRB4,Dell,OPTIPLEX-VZ-0256,Desktop,Intel Core i5-8250U,32768,256,Windows 10 Pro,PEDA.UVSQ,Vélizy,MMI,Bureau 210,02:00:00:71:94:CF,2018-09-25,2021-09-24
9940225,All-in-One 24-df,HP7JWTARMB,HP,ALLINONE-VZ-0257,AiO,Intel Core i7-8700,4096,1024,Windows 10 Edu,PEDA.UVSQ,Vélizy,INFO,Bureau 202,02:00:00:30:C7:EA,2020-01-13,2024-01-12
7383314,ProDesk 400 G4,HPNS2PG3TL,HP,PRODESK-RB-0258,Desktop,Intel Core i7-8650U,4096,1024,Windows 10 Edu,PEDA.UVSQ,Rambouillet,Bâtiment A,Salle 158,02:00:00:7A:6A:60,2024-07-07,2029-07-06
2239911,OptiPlex 7050,DL5NG2E4DN,Dell,OPTIPLEX-VZ-0259,Desktop,Intel Core i5-7500,4096,1024,Windows 11 Edu,ADM.UVSQ,Vélizy,Bâtiment B,Salle 129,02:00:00:1F:58:01,2017-03-28,2020-03-27
4194574,OptiPlex 7050,DL35ND6N6R,Dell,OPTIPLEX-RB-0260,Desktop,Intel Core i7-8700,8192,1024,Windows 11 Edu,WORKGROUP,Rambouillet,MMI,Bureau 219,02:00:00:0B:52:EB,2022-09-01,2025-08-31
1963181,OptiPlex 7070,DLBNGMKZL5,Dell,OPTIPLEX-VZ-0261,Desktop,Intel Core i5-7500,4096,512,Windows 11 Edu,PEDA.UVSQ,Vélizy,Bâtiment B,Salle 149,02:00:00:79:62:50,2022-08-31,2026-08-30
5308046,Latitude 5490,DLP3D8RTHQ,Dell,LATITUDE-VZ-0262,Laptop,Intel Core i7-8650U,32768,1024,Windows 10 Edu,PEDA.UVSQ,Vélizy,Bâtiment A,Bureau 219,02:00:00:23:A5:67,2018-08-04,2021-08-03
7496029,OptiPlex 7060,DLT9ZJBZWK,Dell,OPTIPLEX-VZ-0263,Desktop,Intel Core i7-8700,8192,1024,Windows 10 Pro,WORKGROUP,Vélizy,Bâtiment B,Bureau 209,02:00:00:48:4D:07,2021-07-21,2024-07-20
8674501,ProOne 600 G5 AiO,HPUNTDFYPS,HP,PROONE-RB-0264,AiO,Intel Core i5-8250U,32768,256,Windows 11 Pro,ADM.UVSQ,Rambouillet,INFO,Salle 108,02:00:00:07:C6:17,2024-02-15,2029-02-13
5669746,OptiPlex 9020,DL7M962J3Y,Dell,OPTIPLEX-RB-0265,Desktop,Intel Core i5-7500,4096,512,Windows 11 Pro,WORKGROUP,Rambouillet,Bâtiment B,Salle 120,02:00:00:20:CE:F5,2017-09-12,2022-09-11
8216239,All-in-One 24-df,HP74TWGUWC,HP,ALLINONE-VZ-0266,AiO,Intel Core i5-8250U,4096,512,Windows 10 Pro,WORKGROUP,Vélizy,Bâtiment B,Salle 125,02:00:00:38:90:E6,2018-08-29,2023-08-28
3466967,OptiPlex 7070,DLTDRHFZEQ,Dell,OPTIPLEX-RB-0267,Desktop,Intel Core i7-8700,16384,512,Windows 10 Edu,ADM.UVSQ,Rambouillet,GEII,Salle 128,02:00:00:49:01:80,2023-06-02,2026-06-01
1994671,OptiPlex 7050,DL7X7BTLYJ,Dell,OPTIPLEX-RB-0268,Desktop,Intel Core i5-10400,16384,256,Windows 11 Edu,PEDA.UVSQ,Rambouillet,Bâtiment B,Bureau 219,02:00:00:04:ED:76,2019-06-17,2022-06-16
6433110,ProDesk 600 G3,HP9DH7FQKN,HP,PRODESK-VZ-0269,Desktop,Intel Core i7-8700,8192,256,Windows 11 Pro,ADM.UVSQ,Vélizy,INFO,Bureau 201,02:00:00:1C:27:02,2018-04-22,2023-04-21
2231223,All-in-One 24-df,HP8LMR49A6,HP,ALLINONE-RB-0270,AiO,Intel Core i7-8650U,32768,1024,Windows 10 Edu,WORKGROUP,Rambouillet,Bâtiment A,Bureau 206,02:00:00:09:D5:BE,2017-11-17,2022-11-16
9622430,OptiPlex 9020,DLBQ8FME8J,Dell,OPTIPLEX-RB-0271,Desktop,Intel Core i5-7500,32768,256,Windows 10 Pro,ADM.UVSQ,Rambouillet,GEII,Salle 120,02:00:00:49:DB:AA,2020-01-23,2023-01-22
9727364,All-in-One 24-df,HP87G7R3CA,HP,ALLINONE-RB-0272,AiO,Intel Core i5-6500,16384,256,Windows 10 Pro,WORKGROUP,Rambouillet,R&T,Bureau 224,02:00:00:51:2F:85,2017-09-28,2021-09-27
7146798,OptiPlex 7050,DL5JGXW6XY,Dell,OPTIPLEX-VZ-0273,Desktop,Intel Core i7-8700,16384,256,Windows 11 Pro,PEDA.UVSQ,Vélizy,R&T,Bureau 218,02:00:00:28:7C:EE,2022-11-26,2026-11-25
6615355,EliteDesk 800 G3,HPRU3L3BD3,HP,ELITEDESK-VZ-0274,Desktop,Intel Core i7-8650U,4096,512,Windows 10 Pro,WORKGROUP,Vélizy,INFO,Bureau 208,02:00:00:27:D7:17,2022-04-27,2026-04-26
2775994,OptiPlex 7050,DLGS7Y8ES7,Dell,OPTIPLEX-RB-0275,Desktop,Intel Core i7-8700,32768,256,Windows 11 Pro,WORKGROUP,Rambouillet,R&T,Salle 134,02:00:00:5A:69:D8,2023-09-14,2028-09-12
9230679,ProDesk 400 G4,HPNPNL4VSG,HP,PRODESK-VZ-0276,Desktop,Intel Core i7-8700,4096,256,Windows 10 Edu,PEDA.UVSQ,Vélizy,MMI,Salle 133,02:00:00:40:54:25,2019-01-28,2022-01-27
1612996,OptiPlex 9020,DL5Z8J7XPB,Dell,OPTIPLEX-RB-0277,Desktop,Intel Core i5-10400,4096,256,Windows 10 Pro,ADM.UVSQ,Rambouillet,R&T,Bureau 216,02:00:00:5B:FC:1D,2018-08-01,2022-07-31
7701290,OptiPlex 7060,DL2QZJDECP,Dell,OPTIPLEX-RB-0278,Desktop,Intel Core i5-10400,16384,512,Windows 10 Edu,ADM.UVSQ,Rambouillet,INFO,Salle 106,02:00:00:5A:DE:0A,2018-06-20,2023-06-19
8135114,OptiPlex 9020,DLUCUUJ5HJ,Dell,OPTIPLEX-RB-0279,Desktop,Intel Core i7-8700,4096,256,Windows 11 Edu,WORKGROUP,Rambouillet,R&T,Bureau 206,02:00:00:19:B5:0A,2017-08-21,2021-08-20
1913240,EliteDesk 800 G3,HP67JCVQY3,HP,ELITEDESK-VZ-0280,Desktop,Intel Core i7-8700,4096,256,Windows 11 Pro,WORKGROUP,Vélizy,Bâtiment B,Salle 134,02:00:00:19:A0:A2,2017-07-11,2021-07-10
7401712,ProDesk 400 G4,HPKW8W2YHJ,HP,PRODESK-VZ-0281,Desktop,Intel Core i5-8250U,4096,1024,Windows 10 Pro,PEDA.UVSQ,Vélizy,Bâtiment B,Salle 142,02:00:00:4B:02:79,2017-12-15,2022-12-14
1946093,OptiPlex 7050,DLA5TSXQRD,Dell,OPTIPLEX-RB-0282,Desktop,Intel Core i7-8650U,8192,512,Windows 11 Pro,ADM.UVSQ,Rambouillet,INFO,Salle 119,02:00:00:21:43:80,2024-01-27,2027-01-26
6693553,OptiPlex 9020,DL7TXEXZVE,Dell,OPTIPLEX-VZ-0283,Desktop,Intel Core i7-8650U,4096,512,Windows 11 Edu,WORKGROUP,Vélizy,MMI,Bureau 205,02:00:00:79:F9:F0,2017-10-23,2021-10-22
3225459,EliteDesk 800 G3,HPLCA6NS3X,HP,ELITEDESK-RB-0284,Desktop,Intel Core i7-8650U,8192,1024,Windows 10 Pro,PEDA.UVSQ,Rambouillet,MMI,Salle 112,02:00:00:5E:90:A2,2020-06-04,2023-06-04
9143430,Latitude 5490,DL8TYB5BRK,Dell,LATITUDE-RB-0285,Laptop,Intel Core i5-8250U,4096,1024,Windows 10 Edu,WORKGROUP,Rambouillet,Bâtiment B,Salle 131,02:00:00:3D:CE:DE,2024-10-20,2028-10-19
7733884,ProDesk 600 G3,HP28L96BPB,HP,PRODESK-VZ-0286,Desktop,Intel Core i7-8650U,4096,1024,Windows 11 Edu,WORKGROUP,Vélizy,Bâtiment A,Salle 104,02:00:00:1F:D4:8E,2019-02-02,2022-02-01
5014621,OptiPlex 7070,DLB95QM5ZY,Dell,OPTIPLEX-VZ-0287,Desktop,Intel Core i7-8700,4096,512,Windows 10 Edu,PEDA.UVSQ,Vélizy,Bâtiment B,Salle 106,02:00:00:16:E4:6D,2022-02-03,2027-02-02
2432034,Latitude 5490,DLZULKNXKY,Dell,LATITUDE-VZ-0288,Laptop,Intel Core i5-10400,16384,1024,Windows 11 Pro,PEDA.UVSQ,Vélizy,INFO,Salle 158,02:00:00:71:7B:94,2020-12-12,2024-12-11
1264400,OptiPlex 7070,DLEJCNPYU5,Dell,OPTIPLEX-RB-0289,Desktop,Intel Core i5-8250U,32768,512,Windows 11 Pro,ADM.UVSQ,Rambouillet,Bâtiment A,Salle 119,02:00:00:74:58:61,2017-07-11,2020-07-10
4030540,OptiPlex 7060,DLMVBB8ZNR,Dell,OPTIPLEX-VZ-0290,Desktop,Intel Core i5-10400,4096,256,Windows 11 Edu,PEDA.UVSQ,Vélizy,Bâtiment B,Bureau 211,02:00:00:46:75:75,2020-05-27,2024-05-26
7031184,OptiPlex 7060,DLPZ7LD92N,Dell,OPTIPLEX-VZ-0291,Desktop,Intel Core i7-8650U,32768,256,Windows 10 Edu,PEDA.UVSQ,Vélizy,GEII,Bureau 211,02:00:00:21:97:DA,2024-07-17,2027-07-17
1153413,ThinkPad T480,LNBSKTNNPF,Lenovo,THINKPAD-RB-0292,Laptop,Intel Core i7-8700,32768,1024,Windows 11 Edu,PEDA.UVSQ,Rambouillet,Bâtiment B,Salle 156,02:00:00:63:E0:C8,2022-01-31,2026-01-30
3043830,ThinkPad T480,LN4UG79XPQ,Lenovo,THINKPAD-RB-0293,Laptop,Intel Core i5-10400,4096,1024,Windows 11 Edu,PEDA.UVSQ,Rambouillet,MMI,Bureau 217,02:00:00:77:23:94,2017-07-20,2022-07-19
3142197,OptiPlex 7060,DLDT3FXG7B,Dell,OPTIPLEX-RB-0294,Desktop,Intel Core i7-8650U,8192,256,Windows 10 Edu,ADM.UVSQ,Rambouillet,R&T,Bureau 214,02:00:00:2D:D4:32,2017-04-08,2020-04-07
2859087,OptiPlex 7050,DLE22UJ4LN,Dell,OPTIPLEX-RB-0295,Desktop,Intel Core i7-8700,32768,256,Windows 11 Pro,ADM.UVSQ,Rambouillet,R&T,Salle 118,02:00:00:73:B3:CE,2021-09-12,2025-09-11
8643877,ProDesk 400 G4,HPDDQ4WEW3,HP,PRODESK-VZ-0296,Desktop,Intel Core i5-10400,16384,512,Windows 11 Pro,ADM.UVSQ,Vélizy,Bâtiment A,Salle 119,02:00:00:0B:2B:F0,2024-07-09,2027-07-09
1947048,All-in-One 24-df,HP4U9S2YCD,HP,ALLINONE-RB-0297,AiO,Intel Core i5-6500,8192,1024,Windows 11 Pro,PEDA.UVSQ,Rambouillet,INFO,Bureau 225,02:00:00:18:2F:CD,2019-01-03,2022-01-02
6881538,OptiPlex 7050,DL2KPHBQ66,Dell,OPTIPLEX-VZ-0298,Desktop,Intel Core i5-8250U,8192,512,Windows 11 Pro,PEDA.UVSQ,Vélizy,Bâtiment A,Salle 159,02:00:00:16:8D:04,2020-10-20,2024-10-19
1386907,Latitude 5490,DLLSULZ4AJ,Dell,LATITUDE-VZ-0299,Laptop,Intel Core i5-7500,32768,1024,Windows 10 Pro,ADM.UVSQ,Vélizy,GEII,Salle 155,02:00:00:71:98:E8,2017-10-13,2020-10-12
4200996,OptiPlex 7050,DLTW28HEL4,Dell,OPTIPLEX-RB-0300,Desktop,Intel Core i5-8250U,16384,1024,Windows 10 Pro,ADM.UVSQ,Rambouillet,R&T,Salle 101,02:00:00:2A:E0:E9,2017-04-13,2020-04-12
4376662,ThinkPad T480,LNRU7TE8QE,Lenovo,THINKPAD-VZ-0301,Laptop,Intel Core i5-7500,32768,1024,Windows 11 Edu,PEDA.UVSQ,Vélizy,Bâtiment A,Salle 153,02:00:00:55:94:9F,2024-07-09,2027-07-09
7311054,ThinkPad T480,LN76VQ6SQX,Lenovo,THINKPAD-RB-0302,Laptop,Intel Core i5-7500,4096,512,Windows 10 Edu,WORKGROUP,Rambouillet,GEII,Bureau 229,02:00:00:45:27:11,2018-07-06,2023-07-05
2712479,ThinkCentre M910,LNQPVQUCTD,Lenovo,THINKCENTRE-RB-0303,Desktop,Intel Core i5-10400,32768,512,Windows 11 Pro,PEDA.UVSQ,Rambouillet,R&T,Salle 116,02:00:00:23:8A:32,2019-03-12,2024-03-10
9923023,ThinkPad T480,LNG7T29DEU,Lenovo,THINKPAD-VZ-0304,Laptop,Intel Core i7-8700,8192,512,Windows 10 Pro,ADM.UVSQ,Vélizy,R&T,Bureau 218,02:00:00:2E:0C:5D,2020-09-14,2023-09-14
4488261,Latitude 5490,DLJ8FGE8CV,Dell,LATITUDE-VZ-0305,Laptop,Intel Core i5-7500,16384,512,Windows 10 Edu,ADM.UVSQ,Vélizy,INFO,Salle 105,02:00:00:5A:A8:FB,2021-03-07,2025-03-06
7251565,ProDesk 400 G4,HPUHZ868NA,HP,PRODESK-RB-0306,Desktop,Intel Core i5-7500,32768,1024,Windows 10 Edu,WORKGROUP,Rambouillet,INFO,Salle 152,02:00:00:56:7F:7E,2021-06-27,2026-06-26
3302794,OptiPlex 9020,DL9U3VB5FQ,Dell,OPTIPLEX-VZ-0307,Desktop,Intel Core i7-8700,16384,256,Windows 11 Pro,PEDA.UVSQ,Vélizy,Bâtiment B,Salle 106,02:00:00:74:AC:0C,2022-01-29,2027-01-28
6464526,Latitude 5490,DLKKPUFS74,Dell,LATITUDE-RB-0308,Laptop,Intel Core i7-8650U,32768,512,Windows 10 Pro,WORKGROUP,Rambouillet,R&T,Bureau 229,02:00:00:02:E7:F9,2023-11-13,2028-11-11
1737024,OptiPlex 7070,DLQYESRSGF,Dell,OPTIPLEX-RB-0309,Desktop,Intel Core i5-8250U,4096,512,Windows 11 Edu,ADM.UVSQ,Rambouillet,INFO,Bureau 219,02:00:00:09:7B:F9,2021-01-12,2025-01-11
7090525,All-in-One 24-df,HP8EPFXR4M,HP,ALLINONE-RB-0310,AiO,Intel Core i5-6500,32768,1024,Windows 11 Edu,ADM.UVSQ,Rambouillet,GEII,Bureau 202,02:00:00:4A:D1:8B,2019-05-27,2022-05-26
3872739,OptiPlex 7060,DLMDM35L7Z,Dell,OPTIPLEX-VZ-0311,Desktop,Intel Core i5-6500,4096,512,Windows 10 Pro,PEDA.UVSQ,Vélizy,MMI,Salle 141,02:00:00:4C:9D:1F,2019-03-02,2022-03-01
5545725,OptiPlex 7070,DLAJXAMA2J,Dell,OPTIPLEX-VZ-0312,Desktop,Intel Core i5-6500,16384,256,Windows 11 Pro,ADM.UVSQ,Vélizy,INFO,Salle 151,02:00:00:45:86:1E,2017-08-01,2022-07-31
4387494,Latitude 5490,DLCWHB4QSE,Dell,LATITUDE-RB-0313,Laptop,Intel Core i5-8250U,32768,1024,Windows 11 Edu,PEDA.UVSQ,Rambouillet,GEII,Salle 149,02:00:00:30:31:FA,2022-08-25,2026-08-24
3499766,OptiPlex 7050,DLYRK78NPL,Dell,OPTIPLEX-RB-0314,Desktop,Intel Core i7-8700,4096,1024,Windows 11 Edu,ADM.UVSQ,Rambouillet,INFO,Salle 156,02:00:00:45:F8:EA,2022-04-22,2025-04-21
6982600,Latitude 5490,DLLS85A8UQ,Dell,LATITUDE-RB-0315,Laptop,Intel Core i5-8250U,16384,1024,Windows 11 Edu,ADM.UVSQ,Rambouillet,R&T,Salle 128,02:00:00:0F:50:22,2022-03-19,2026-03-18
6170351,ProDesk 400 G4,HPP8D2K5AR,HP,PRODESK-VZ-0316,Desktop,Intel Core i5-7500,8192,1024,Windows 10 Edu,WORKGROUP,Vélizy,MMI,Bureau 225,02:00:00:4C:ED:71,2020-02-17,2024-02-16
8656062,OptiPlex 9020,DLV86J6NHL,Dell,OPTIPLEX-RB-0317,Desktop,Intel Core i7-8650U,8192,512,Windows 11 Edu,WORKGROUP,Rambouillet,INFO,Salle 130,02:00:00:3E:A2:69,2020-02-01,2024-01-31
7000242,OptiPlex 7060,DL2M5SBBU7,Dell,OPTIPLEX-VZ-0318,Desktop,Intel Core i5-10400,4096,512,Windows 11 Edu,WORKGROUP,Vélizy,Bâtiment B,Bureau 221,02:00:00:53:2F:C6,2018-06-30,2021-06-29
8924077,OptiPlex 9020,DL9T6MWZUX,Dell,OPTIPLEX-VZ-0319,Desktop,Intel Core i5-7500,32768,1024,Windows 11 Edu,PEDA.UVSQ,Vélizy,Bâtiment B,Salle 106,02:00:00:33:AC:D0,2022-10-10,2026-10-09
9160979,ThinkCentre M720,LNPCF8MKET,Lenovo,THINKCENTRE-VZ-0320,Desktop,Intel Core i7-8650U,8192,512,Windows 10 Edu,PEDA.UVSQ,Vélizy,Bâtiment B,Salle 138,02:00:00:1E:6C:AA,2024-07-26,2029-07-25
3319326,OptiPlex 7050,DLCSRU89EL,Dell,OPTIPLEX-VZ-0321,Desktop,Intel Core i5-7500,8192,512,Windows 11 Pro,ADM.UVSQ,Vélizy,GEII,Bureau 213,02:00:00:6F:29:8F,2022-12-05,2027-12-04
4930194,Latitude 5490,DLV3FWSWXU,Dell,LATITUDE-RB-0322,Laptop,Intel Core i5-6500,16384,256,Windows 11 Edu,ADM.UVSQ,Rambouillet,MMI,Salle 158,02:00:00:78:46:00,2017-01-22,2021-01-21
4744324,ProDesk 400 G4,HP56ZJ82XF,HP,PRODESK-RB-0323,Desktop,Intel Core i7-8700,8192,1024,Windows 11 Pro,WORKGROUP,Rambouillet,R&T,Salle 133,02:00:00:4A:78:AE,2022-09-05,2025-09-04
2708075,OptiPlex 7060,DLQ7U9PRME,Dell,OPTIPLEX-VZ-0324,Desktop,Intel Core i7-8650U,8192,256,Windows 11 Pro,WORKGROUP,Vélizy,MMI,Salle 119,02:00:00:53:56:BC,2018-12-17,2023-12-16
5982241,ProOne 600 G5 AiO,HPVTEJMMBP,HP,PROONE-VZ-0325,AiO,Intel Core i5-10400,16384,1024,Windows 11 Pro,PEDA.UVSQ,Vélizy,R&T,Salle 159,02:00:00:65:E8:B5,2021-04-14,2025-04-13
7671533,OptiPlex 7050,DLKZEL8ZDL,Dell,OPTIPLEX-VZ-0326,Desktop,Intel Core i5-10400,8192,1024,Windows 11 Edu,PEDA.UVSQ,Vélizy,MMI,Salle 126,02:00:00:3C:A8:23,2019-09-04,2024-09-02
4208475,Latitude 5490,DL4VETQNBN,Dell,LATITUDE-VZ-0327,Laptop,Intel Core i5-7500,4096,1024,Windows 10 Edu,ADM.UVSQ,Vélizy,Bâtiment B,Bureau 227,02:00:00:7D:3A:3B,2020-03-17,2025-03-16
9629558,OptiPlex 7060,DLQ653JD7E,Dell,OPTIPLEX-RB-0328,Desktop,Intel Core i5-6500,8192,256,Windows 11 Edu,PEDA.UVSQ,Rambouillet,GEII,Bureau 216,02:00:00:26:98:A8,2021-11-19,2025-11-18
4078845,OptiPlex 7060,DLY3324HGF,Dell,OPTIPLEX-VZ-0329,Desktop,Intel Core i5-7500,8192,1024,Windows 11 Edu,WORKGROUP,Vélizy,R&T,Bureau 221,02:00:00:5D:FD:FF,2024-10-07,2029-10-06
9247496,OptiPlex 7060,DL4EB5NYNX,Dell,OPTIPLEX-RB-0330,Desktop,Intel Core i5-6500,16384,512,Windows 11 Edu,WORKGROUP,Rambouillet,Bâtiment B,Bureau 224,02:00:00:0A:FD:5D,2021-08-25,2024-08-24
1813380,ThinkPad T480,LN7L3PGRBD,Lenovo,THINKPAD-VZ-0331,Laptop,Intel Core i5-6500,32768,1024,Windows 11 Edu,PEDA.UVSQ,Vélizy,GEII,Salle 123,02:00:00:08:0C:DF,2018-11-22,2021-11-21
4341555,OptiPlex 7050,DLEAA558BV,Dell,OPTIPLEX-RB-0332,Desktop,Intel Core i5-8250U,32768,256,Windows 11 Pro,ADM.UVSQ,Rambouillet,GEII,Bureau 211,02:00:00:6F:F7:C6,2021-01-25,2026-01-24
7615030,OptiPlex 9020,DLDQBHHPVD,Dell,OPTIPLEX-VZ-0333,Desktop,Intel Core i7-8650U,4096,256,Windows 11 Pro,WORKGROUP,Vélizy,MMI,Bureau 219,02:00:00:53:5A:FA,2018-03-16,2022-03-15
2662526,All-in-One 24-df,HPPBUVJ4R5,HP,ALLINONE-RB-0334,AiO,Intel Core i5-7500,4096,256,Windows 11 Edu,WORKGROUP,Rambouillet,R&T,Salle 159,02:00:00:13:1C:2C,2024-05-09,2029-05-08
1462881,EliteDesk 800 G3,HPB9V2CSSA,HP,ELITEDESK-VZ-0335,Desktop,Intel Core i7-8700,16384,1024,Windows 10 Pro,PEDA.UVSQ,Vélizy,INFO,Salle 123,02:00:00:38:6F:51,2023-10-09,2026-10-08
3006982,ProDesk 400 G4,HPY7LYHJQF,HP,PRODESK-RB-0336,Desktop,Intel Core i7-8700,8192,512,Windows 10 Pro,WORKGROUP,Rambouillet,INFO,Bureau 201,02:00:00:68:D3:39,2020-10-18,2023-10-18
6009681,ThinkCentre M910,LNMCH8DZYK,Lenovo,THINKCENTRE-RB-0337,Desktop,Intel Core i5-10400,16384,1024,Windows 10 Edu,PEDA.UVSQ,Rambouillet,R&T,Salle 151,02:00:00:5A:65:A7,2024-04-01,2029-03-31
5095922,ThinkCentre M720,LN8XFM9Y8G,Lenovo,THINKCENTRE-RB-0338,Desktop,Intel Core i7-8650U,16384,512,Windows 11 Edu,WORKGROUP,Rambouillet,MMI,Salle 107,02:00:00:3E:64:6A,2024-04-20,2029-04-19
2943906,OptiPlex 7060,DL3GPYEWW8,Dell,OPTIPLEX-RB-0339,Desktop,Intel Core i5-6500,8192,1024,Windows 10 Edu,ADM.UVSQ,Rambouillet,R&T,Salle 141,02:00:00:3D:FE:0F,2018-01-14,2022-01-13
3980258,ThinkCentre M910,LNBDZVDVHC,Lenovo,THINKCENTRE-RB-0340,Desktop,Intel Core i7-8700,32768,512,Windows 11 Edu,PEDA.UVSQ,Rambouillet,INFO,Bureau 218,02:00:00:18:35:76,2020-07-09,2024-07-08
8622502,ProDesk 600 G3,HPJW2RPKL7,HP,PRODESK-VZ-0341,Desktop,Intel Core i7-8650U,16384,1024,Windows 10 Pro,WORKGROUP,Vélizy,INFO,Salle 159,02:00:00:46:D5:91,2019-08-14,2023-08-13
3700821,OptiPlex 7070,DLCBX3VKLT,Dell,OPTIPLEX-VZ-0342,Desktop,Intel Core i5-6500,32768,1024,Windows 11 Edu,WORKGROUP,Vélizy,Bâtiment B,Salle 125,02:00:00:48:F9:7B,2024-01-18,2027-01-17
4092261,OptiPlex 7050,DL2UZ8J3TG,Dell,OPTIPLEX-VZ-0343,Desktop,Intel Core i7-8650U,4096,1024,Windows 11 Pro,WORKGROUP,Vélizy,Bâtiment B,Bureau 214,02:00:00:76:D3:D5,2017-05-14,2021-05-13
7816618,OptiPlex 7070,DLD39XRQSQ,Dell,OPTIPLEX-RB-0344,Desktop,Intel Core i5-10400,32768,1024,Windows 10 Edu,PEDA.UVSQ,Rambouillet,Bâtiment B,Bureau 211,02:00:00:33:E7:25,2017-01-14,2022-01-13
1896650,ProDesk 400 G4,HPN7UHW4KX,HP,PRODESK-RB-0345,Desktop,Intel Core i5-7500,4096,1024,Windows 11 Edu,ADM.UVSQ,Rambouillet,Bâtiment A,Salle 135,02:00:00:6F:A4:DA,2018-02-27,2022-02-26
6365182,ProDesk 400 G4,HPT4269ETT,HP,PRODESK-VZ-0346,Desktop,Intel Core i5-6500,4096,1024,Windows 11 Edu,PEDA.UVSQ,Vélizy,R&T,Salle 144,02:00:00:7C:73:55,2022-08-06,2025-08-05
5929054,OptiPlex 7070,DLP3KQ2628,Dell,OPTIPLEX-VZ-0347,Desktop,Intel Core i5-7500,32768,512,Windows 10 Pro,WORKGROUP,Vélizy,INFO,Bureau 221,02:00:00:54:B7:55,2018-06-22,2021-06-21
1890549,Latitude 5490,DLJUBTR7NX,Dell,LATITUDE-VZ-0348,Laptop,Intel Core i7-8650U,4096,256,Windows 10 Pro,ADM.UVSQ,Vélizy,Bâtiment B,Salle 111,02:00:00:3C:40:A0,2019-09-16,2022-09-15
5603861,ProDesk 600 G3,HPWMZJGY84,HP,PRODESK-VZ-0349,Desktop,Intel Core i5-10400,4096,1024,Windows 10 Pro,ADM.UVSQ,Vélizy,INFO,Salle 153,02:00:00:23:05:B0,2022-09-06,2027-09-05
1191991,ThinkCentre M910,LN2S9FCDJH,Lenovo,THINKCENTRE-RB-0350,Desktop,Intel Core i5-6500,16384,1024,Windows 10 Edu,PEDA.UVSQ,Rambouillet,Bâtiment B,Salle 126,02:00:00:55:43:D2,2021-01-20,2024-01-20
